epoch,avg_benefit,avg_tl_epoch_train,avg_tl_epoch_val
0,-0.13039044940378516,5.330458641052246,5.781149864196777
1,-0.26238529533147814,5.843639850616455,5.916200160980225
2,-0.29034203961491584,5.917661190032959,5.950250148773193
3,-0.35309478361159563,5.9468159675598145,5.9704999923706055
4,-0.3189107454381883,5.9627885818481445,5.986400127410889
5,-0.35765250362455847,5.977304935455322,5.993000030517578
6,-0.3122863031923771,5.988498687744141,6.005149841308594
7,-0.34107688125222924,5.998917579650879,6.011149883270264
8,-0.35615804605185986,6.010103702545166,6.018849849700928
9,-0.3662640606518835,6.0179972648620605,6.033450126647949
10,-0.36669175382703545,6.030073642730713,6.055600166320801
11,-0.3552084729075432,6.047390937805176,6.072150230407715
12,-0.3563777033239603,6.060643672943115,6.081850051879883
13,-0.35939713548868896,6.086732387542725,6.098800182342529
14,-0.33137210169807074,6.101964950561523,6.129300117492676
15,-0.3753203608095646,6.116358757019043,6.130149841308594
16,-0.383699931204319,6.123015880584717,6.149849891662598
17,-0.3657147493213415,6.137201309204102,6.1585001945495605
18,-0.3391963679343462,6.149062156677246,6.173850059509277
19,-0.3330819960683584,6.15896463394165,6.1819000244140625
20,-0.3855269694235176,6.170526027679443,6.184199810028076
21,-0.36261583911255,6.172947406768799,6.191949844360352
22,-0.3516776544973254,6.182520866394043,6.195650100708008
23,-0.41429929351434114,6.187685966491699,6.208799839019775
24,-0.372514084354043,6.1955246925354,6.208849906921387
25,-0.38500284105539323,6.199768543243408,6.217700004577637
26,-0.3530131959938444,6.209815979003906,6.224699974060059
27,-0.35324965342879294,6.212342262268066,6.2318501472473145
28,-0.3504784289747477,6.21870231628418,6.235099792480469
29,-0.3681275028735399,6.219988822937012,6.241049766540527
30,-0.3858104132115841,6.221530914306641,6.249750137329102
31,-0.35077043548226355,6.230412483215332,6.252049922943115
32,-0.38803479075431824,6.22736120223999,6.253849983215332
33,-0.3587768107652664,6.233863830566406,6.2522501945495605
34,-0.40829136297106744,6.236155033111572,6.259300231933594
35,-0.4276708856225014,6.239288806915283,6.259799957275391
36,-0.38325872384011744,6.247108459472656,6.26894998550415
37,-0.3667900912463665,6.250336170196533,6.271699905395508
38,-0.3305954267270863,6.246153354644775,6.27370023727417
39,-0.3590198036283255,6.251247406005859,6.267499923706055
40,-0.3479099529329687,6.252858638763428,6.271699905395508
41,-0.36349828355014324,6.259194850921631,6.2731499671936035
42,-0.3430196411907673,6.259737491607666,6.273250102996826
43,-0.3616263376548886,6.262310981750488,6.27584981918335
44,-0.3514770369976759,6.261682510375977,6.281099796295166
45,-0.3595045804977417,6.269058704376221,6.277400016784668
46,-0.3457861267030239,6.270298480987549,6.292099952697754
47,-0.3669940158724785,6.271193504333496,6.295249938964844
48,-0.36897034556604924,6.276684761047363,6.290999889373779
49,-0.34645182751119136,6.270495891571045,6.296899795532227
50,-0.3963360331952572,6.278605937957764,6.298150062561035
51,-0.35469107106328013,6.2799248695373535,6.2947998046875
52,-0.37441790625453,6.277461051940918,6.301750183105469
53,-0.35668760873377325,6.2845072746276855,6.299849987030029
54,-0.38282684311270715,6.2849297523498535,6.304049968719482
55,-0.36604908630251887,6.289125919342041,6.3109002113342285
56,-0.38067046124488113,6.29009485244751,6.304699897766113
57,-0.3500495286658406,6.288249969482422,6.309100151062012
58,-0.4018668606877327,6.288693428039551,6.312650203704834
59,-0.36969638243317604,6.295564651489258,6.311649799346924
60,-0.3958191029727459,6.2953009605407715,6.311600208282471
61,-0.3884585339576006,6.2987236976623535,6.312650203704834
62,-0.41044224351644515,6.295008659362793,6.3159499168396
63,-0.3943342899903655,6.296447277069092,6.3231000900268555
64,-0.42533933781087396,6.299769878387451,6.320250034332275
65,-0.3934079475700855,6.3032684326171875,6.319699764251709
66,-0.37259314525872467,6.29976749420166,6.318850040435791
67,-0.34473680080845953,6.304754734039307,6.320099830627441
68,-0.354293074272573,6.302713394165039,6.317999839782715
69,-0.36321172742173075,6.3042521476745605,6.331200122833252
70,-0.34187551997601984,6.310319900512695,6.3292999267578125
71,-0.3719991218298674,6.307461261749268,6.331900119781494
72,-0.3917312670499086,6.309658527374268,6.333950042724609
73,-0.4269219420850277,6.311054706573486,6.331049919128418
74,-0.4515039995312691,6.311470985412598,6.323750019073486
75,-0.4202617183327675,6.315165996551514,6.323249816894531
76,-0.42800070233643056,6.312437534332275,6.329999923706055
77,-0.4258247885853052,6.312764644622803,6.335700035095215
78,-0.4707830883562565,6.320082187652588,6.343850135803223
79,-0.45668011754751203,6.318860054016113,6.340950012207031
80,-0.47471487820148467,6.322131156921387,6.342199802398682
81,-0.41878694472834466,6.3209686279296875,6.340449810028076
82,-0.4428454015403986,6.323384761810303,6.3403000831604
83,-0.4687178090214729,6.31785249710083,6.337649822235107
84,-0.42702984604984523,6.325951099395752,6.343500137329102
85,-0.4113568477332592,6.327593803405762,6.352499961853027
86,-0.44337036162614823,6.32819128036499,6.347750186920166
87,-0.4278383769094944,6.333803653717041,6.343599796295166
88,-0.4813425950706005,6.331130027770996,6.351799964904785
89,-0.468823029845953,6.330801010131836,6.349100112915039
90,-0.49249801859259607,6.332453727722168,6.353899955749512
91,-0.5064357507973909,6.336531162261963,6.354499816894531
92,-0.4897785231471062,6.33800745010376,6.359600067138672
93,-0.46338271871209147,6.338556289672852,6.356949806213379
94,-0.44458022713661194,6.336304664611816,6.358950138092041
95,-0.48493262231349943,6.342926025390625,6.359600067138672
96,-0.4751562662422657,6.3460259437561035,6.364250183105469
97,-0.48783158659935,6.3435959815979,6.361949920654297
98,-0.5164403066039085,6.339426040649414,6.358399868011475
99,-0.505644890666008,6.339872360229492,6.367350101470947
