epoch,avg_benefit,avg_tl_epoch_train,avg_tl_epoch_val
0,28.906784343719483,5.372506141662598,6.032700061798096
1,-1.922393149137497,5.862879753112793,6.098450183868408
2,-2.113383424282074,5.949591159820557,6.1170501708984375
3,-2.053569269180298,5.9788899421691895,6.163149833679199
4,-1.9206011295318604,6.007946014404297,6.188549995422363
5,-1.2676312416791915,6.0562262535095215,6.209000110626221
6,-1.0506588444113731,6.124497413635254,6.286200046539307
7,-1.2665980279445648,6.175928592681885,6.263899803161621
8,-1.1650740474462509,6.206026077270508,6.331399917602539
9,-1.1774657011032104,6.222715854644775,6.308149814605713
10,-1.0693653255701066,6.239254951477051,6.329100131988525
11,-1.0497321784496307,6.254913806915283,6.349549770355225
12,-1.0095271855592727,6.263833522796631,6.365749835968018
13,-0.9969453901052475,6.279323577880859,6.368299961090088
14,-0.9553462237119674,6.286683559417725,6.350649833679199
15,-0.9005577117204666,6.298444747924805,6.359650135040283
16,-1.050210416316986,6.302122116088867,6.385950088500977
17,-1.0103305995464325,6.309426307678223,6.380050182342529
18,-0.9662714123725891,6.316839694976807,6.382299900054932
19,-1.021775920689106,6.324716091156006,6.412399768829346
20,-0.9922316759824753,6.329518795013428,6.409450054168701
21,-1.0080637395381928,6.330406188964844,6.397449970245361
22,-0.9640480786561966,6.338906288146973,6.406199932098389
23,-1.0600719809532166,6.342446327209473,6.41540002822876
24,-1.0022281795740127,6.35015869140625,6.422100067138672
25,-1.126353171467781,6.352886199951172,6.452400207519531
26,-1.0168183535337447,6.357729911804199,6.4270501136779785
27,-0.890801164507866,6.360757350921631,6.432149887084961
28,-0.795588344335556,6.369171142578125,6.437250137329102
29,-1.0278539508581161,6.371377468109131,6.463200092315674
30,-0.9855185404419899,6.3740973472595215,6.445849895477295
31,-0.9779794856905937,6.377089977264404,6.447999954223633
32,-0.9777682319283485,6.379992485046387,6.470300197601318
33,-1.0603447437286377,6.387357234954834,6.473249912261963
34,-1.0769013732671737,6.387874603271484,6.459400177001953
35,-0.913267719745636,6.394883632659912,6.469550132751465
36,-1.0421838253736495,6.3985371589660645,6.477399826049805
37,-1.1138559132814407,6.402734756469727,6.468349933624268
38,-0.9423043102025985,6.4072346687316895,6.476349830627441
39,-1.0297350406646728,6.406792163848877,6.502150058746338
40,-0.979731373488903,6.413506031036377,6.510849952697754
41,-0.9810833722352982,6.419342517852783,6.484000205993652
42,-0.9946410685777665,6.422052383422852,6.487800121307373
43,-1.0015809774398803,6.424524784088135,6.495349884033203
44,-0.9684710234403611,6.4325761795043945,6.5032501220703125
45,-1.11673102080822,6.433567523956299,6.490600109100342
46,-0.9249828696250916,6.433023452758789,6.492400169372559
47,-0.9747799515724183,6.443184852600098,6.500199794769287
48,-1.0423460081219673,6.441885948181152,6.523600101470947
49,-0.9925385534763336,6.444140911102295,6.523799896240234
50,-0.9188556611537934,6.449632167816162,6.528649806976318
51,-1.095249205827713,6.449484825134277,6.5455498695373535
52,-1.0837036043405532,6.454822540283203,6.515600204467773
53,-1.0807918548583983,6.457347393035889,6.517849922180176
54,-0.9622784703969955,6.458632469177246,6.52524995803833
55,-1.1073999673128128,6.4664411544799805,6.552149772644043
56,-1.1269666701555252,6.466270923614502,6.547500133514404
57,-1.020584061741829,6.467623710632324,6.5528998374938965
58,-0.9278544902801513,6.472775936126709,6.549200057983398
59,-1.0279868334531783,6.475635051727295,6.562099933624268
60,-1.15664544403553,6.477259635925293,6.558949947357178
61,-1.1446529060602189,6.478785991668701,6.565249919891357
62,-1.036411502957344,6.481067180633545,6.567649841308594
63,-1.056210106611252,6.484268665313721,6.568900108337402
64,-1.0302799314260482,6.489799976348877,6.572999954223633
65,-1.0870015263557433,6.4893035888671875,6.589000225067139
66,-1.1564478933811189,6.49464750289917,6.5894999504089355
67,-1.0437390089035035,6.490582466125488,6.591899871826172
68,-1.009160041809082,6.496366024017334,6.595449924468994
69,-1.089543527364731,6.498566150665283,6.579500198364258
70,-1.111244371533394,6.499042510986328,6.580100059509277
71,-1.0012087211012841,6.5000762939453125,6.576000213623047
72,-1.0119884878396987,6.502347469329834,6.585549831390381
73,-1.1843650609254837,6.507319927215576,6.573200225830078
74,-1.032428079843521,6.510042190551758,6.566949844360352
75,-1.0235650658607482,6.506153583526611,6.573949813842773
76,-0.9912800461053848,6.509241104125977,6.577099800109863
77,-1.070998278260231,6.513227462768555,6.602149963378906
78,-1.1253156155347823,6.5144124031066895,6.601950168609619
79,-1.038904431462288,6.515413761138916,6.603600025177002
80,-0.9607797145843506,6.5167236328125,6.604499816894531
81,-0.8917455896735191,6.520380020141602,6.6095499992370605
82,-1.091609200835228,6.518573760986328,6.596099853515625
83,-1.0612729281187057,6.523403644561768,6.599100112915039
84,-0.9331228703260421,6.524712562561035,6.600200176239014
85,-0.9276000440120697,6.5271687507629395,6.5993499755859375
86,-0.9440634667873382,6.528298377990723,6.599549770355225
87,-0.9970972761511803,6.530738353729248,6.599549770355225
88,-0.8845751583576202,6.529586315155029,6.599999904632568
89,-0.8705290004611015,6.529099941253662,6.59975004196167
90,-0.8523223102092743,6.535249710083008,6.603300094604492
91,-0.9489711970090866,6.536695957183838,6.58745002746582
92,-0.9314689844846725,6.532815933227539,6.588550090789795
93,-0.9060419261455536,6.536494731903076,6.580100059509277
94,-0.8002388998866081,6.537628650665283,6.589749813079834
95,-0.7676585115492344,6.541501045227051,6.593299865722656
96,-0.9868176966905594,6.538792133331299,6.596749782562256
97,-0.8911381393671036,6.537352561950684,6.597350120544434
98,-0.8215037941932678,6.538288593292236,6.598299980163574
99,-0.7548140406608581,6.5375285148620605,6.580150127410889
